Prestatario,Población,Ciudad,Edad,Sexo,País de Origen,Propiedades,Fuentes de reembolso,Ingresos netos,Deudas pendientes,Contrato de trabajo,Antigüedad del trabajo (meses),Número de hijos,Número de personas a cargo,Pago en fecha
Lucas Janssens,Centro,Madrid,77,Mujer,Bélgica,1,Pensión,10535,4546,Inactivo,0,0,1,Sí
Raúl Moreno,Costa,Granada,78,Hombre,España,2,Pensión,13259,7609,Inactivo,0,2,0,Sí
Álvaro Serrano,Norte,Granada,25,Hombre,España,0,Salario,28809,0,Temporal,28,0,0,Sí
John Smith,Centro,Huelva,41,Hombre,Reino Unido,0,Salario y Alquiler,28301,0,Fijo,75,3,2,No
Roberto Gutiérrez,Norte,Granada,73,Hombre,España,1,Pensión y Alquiler,13729,0,Inactivo,0,4,0,Sí
Silvia Hernández,Norte,Granada,51,Mujer,España,2,Salario,29088,0,Fijo,340,2,1,Sí
Marta Pérez,Este,Granada,58,Mujer,España,2,Salario,31157,0,Fijo,217,1,1,Sí
Claudia Ramírez,Norte,Granada,66,Mujer,España,2,Pensión,13627,1055,Inactivo,0,2,0,Sí
Marie Martin,Centro,Cádiz,41,Mujer,Francia,0,Salario y Alquiler,36212,7241,Fijo,144,2,1,Sí
Alejandro García,Este,Granada,73,Hombre,España,1,Pensión,16674,963,Inactivo,0,0,2,No
Maria Sousa,Centro,Navarra,64,Hombre,Portugal,1,Salario,34603,1967,Temporal,364,0,1,Sí
Laura Ortega,Oeste,Granada,78,Mujer,España,1,Pensión y Alquiler,10925,4616,Inactivo,0,1,1,Sí
Diego Cruz,Este,Granada,46,Hombre,España,1,Salario y Alquiler,20633,0,Fijo,49,0,0,Sí
Álvaro Alonso,Costa,Granada,46,Hombre,España,2,Salario y Alquiler,24405,7859,Fijo,109,2,1,Sí
Eduardo Serrano,Costa,Granada,59,Hombre,España,1,Salario y Alquiler,40477,2177,Fijo,389,0,0,Sí
Mario Gutiérrez,Este,Granada,48,Hombre,España,2,Salario,26817,0,Fijo,110,0,0,Sí
Tom de Vries,Centro,Badajoz,42,Hombre,Países Bajos,1,Salario,28919,0,Temporal,104,1,1,Sí
David Fernández,Oeste,Granada,67,Hombre,España,0,Pensión,16217,0,Inactivo,0,4,0,Sí
Lina De Smet,Centro,Lugo,46,Hombre,Bélgica,0,Salario,24344,0,Fijo,156,0,0,Sí
Fernando Álvarez,Centro,Granada,38,Hombre,España,2,Salario,36251,0,Fijo,90,0,0,Sí
Irene Ramírez,Centro,Granada,62,Mujer,España,0,Salario y Alquiler,22425,4686,Fijo,410,3,1,Sí
Carmen Carrasco,Centro,Badajoz,63,Mujer,España,0,Salario,39432,0,Fijo,536,0,0,Sí
Andrea Vázquez,Norte,Granada,73,Mujer,España,0,Pensión,17891,0,Inactivo,0,1,0,Sí
Susana Gil,Este,Granada,72,Mujer,España,1,Pensión y Alquiler,18364,0,Inactivo,0,0,2,No
Juan Gutiérrez,Norte,Granada,67,Hombre,España,2,Pensión,12951,7310,Inactivo,0,0,0,Sí
Alejandro Díaz,Este,Granada,28,Hombre,España,3,Salario y Alquiler,31988,0,Temporal,28,0,0,Sí
Adrián Martínez,Costa,Granada,54,Hombre,España,0,Salario,38682,0,Fijo,322,3,0,Sí
Francisco Blanco,Centro,Granada,43,Hombre,España,4,Salario y Alquiler,34831,0,Fijo,270,2,0,Sí
Sara Serrano,Centro,Granada,48,Mujer,España,1,Salario,37925,3090,Fijo,48,1,0,Sí
Ana Martín,Centro,Granada,32,Mujer,España,0,Salario,32876,0,Fijo,102,0,0,Sí
Eduardo Morales,Este,Granada,33,Hombre,España,1,Salario,29087,1196,Fijo,125,1,0,Sí
Patricia Molina,Este,Granada,22,Mujer,España,2,Salario y Alquiler,21885,0,Fijo,18,1,1,Sí
Francisco Marín,Costa,Granada,72,Hombre,España,2,Pensión y Alquiler,16535,0,Inactivo,0,0,2,No
Irene Hernández,Norte,Granada,32,Mujer,España,0,Salario y Alquiler,33707,0,Fijo,102,0,0,Sí
Hans Müller,Centro,Asturias,36,Hombre,Alemania,1,Salario,30174,3558,Fijo,36,2,0,Sí
Sara Jiménez,Centro,Granada,52,Mujer,España,0,Salario,29617,1130,Fijo,217,2,0,Sí
Isabel Ramos,Norte,Granada,34,Mujer,España,0,Salario,29800,4684,Temporal,127,0,0,Sí
Claudia Fernández,Norte,Granada,63,Mujer,España,0,Salario y Alquiler,40136,4669,Fijo,413,0,1,Sí
Julia Gómez,Costa,Granada,30,Mujer,España,0,Salario,32049,0,Fijo,102,0,0,Sí
David González,Centro,Granada,67,Hombre,España,1,Pensión y Alquiler,17651,0,Inactivo,0,2,1,Sí
Alejandro García,Centro,Granada,22,Hombre,España,0,Salario,18843,11365,Fijo,36,0,0,Sí
Manuel Iglesias,Norte,Granada,63,Hombre,España,1,Salario y Alquiler,20625,1260,Fijo,222,0,1,Sí
Simon Baumann,Centro,Cáceres,57,Mujer,Suiza,1,Salario,38270,3613,Fijo,130,3,1,Sí
Susana Ramos,Costa,Granada,55,Mujer,España,1,Salario y Alquiler,37783,0,Temporal,371,0,0,Sí
Carla Medina,Costa,Granada,61,Mujer,España,1,Salario,27963,0,Fijo,260,0,1,Sí
Ángel Pérez,Este,Granada,67,Hombre,España,0,Pensión y Alquiler,17931,0,Inactivo,0,3,0,Sí
Antonio Morales,Costa,Granada,59,Hombre,España,2,Salario,23651,0,Fijo,346,3,0,Sí
Adrián Domínguez,Norte,Granada,37,Hombre,España,0,Salario y Alquiler,31997,0,Fijo,224,1,1,Sí
Bram van Dijk,Centro,Melilla,25,Mujer,Países Bajos,0,Salario y Alquiler,26217,0,Temporal,30,0,0,Sí
Raúl Blanco,Norte,Granada,55,Hombre,España,0,Salario y Alquiler,20168,0,Fijo,318,0,0,Sí
Sara Ortega,Centro,Granada,32,Mujer,España,2,Salario,33591,0,Fijo,150,0,0,Sí
Ursula Fischer,Centro,Girona,70,Mujer,Alemania,1,Pensión,15816,3202,Inactivo,0,3,0,Sí
Andrea Lombardi,Centro,Melilla,39,Mujer,Italia,0,Salario y Alquiler,25841,2133,Fijo,144,1,0,Sí
Pilar Morales,Este,Granada,36,Mujer,España,1,Salario y Alquiler,32232,0,Fijo,62,0,0,Sí
Jean Dupont,Centro,Girona,60,Hombre,Francia,0,Salario y Alquiler,21872,0,Fijo,497,1,0,Sí
Sofía Marín,Este,Granada,55,Mujer,España,1,Salario,38284,529,Fijo,200,1,0,Sí
Héctor Cruz,Norte,Granada,24,Hombre,España,1,Salario y Alquiler,17362,0,Fijo,24,0,0,Sí
Héctor Ruiz,Este,Granada,25,Hombre,España,0,Salario,22792,0,Fijo,83,0,0,Sí
Jean Dupont,Centro,Jaén,70,Hombre,Francia,0,Pensión,17828,0,Inactivo,0,4,0,Sí
Susana Marín,Oeste,Granada,80,Mujer,España,1,Pensión,15945,0,Inactivo,0,0,2,No
Lina De Smet,Centro,Burgos,48,Mujer,Bélgica,1,Salario,22885,14873,Fijo,3,0,0,Sí
Pablo Ortiz,Oeste,Granada,34,Hombre,España,0,Salario y Alquiler,30310,0,Temporal,133,0,0,Sí
Fatima El Idrissi,Centro,Ciudad,53,Mujer,Marruecos,0,Salario y Alquiler,25293,3682,Fijo,117,1,1,Sí
Sara Martínez,Norte,Granada,79,Mujer,España,0,Pensión,16760,1421,Inactivo,0,0,2,No
Luca Romano,Centro,Baleares,67,Mujer,Italia,1,Pensión,11782,4758,Inactivo,0,0,1,Sí
Diego Rodríguez,Costa,Granada,20,Hombre,España,1,Salario y Alquiler,22646,0,Temporal,5,0,0,Sí
James Taylor,Centro,Sevilla,39,Mujer,Reino Unido,0,Salario,20176,0,Temporal,224,0,0,Sí
Héctor Muñoz,Centro,Granada,39,Hombre,España,2,Salario y Alquiler,23920,3106,Fijo,224,0,0,Sí
Roberto Ortega,Este,Granada,63,Hombre,España,0,Salario y Alquiler,31602,0,Fijo,324,2,1,Sí
Lukas Weber,Centro,Toledo,66,Hombre,Suiza,1,Pensión,17765,0,Inactivo,0,2,1,Sí
Rosa Gómez,Centro,Zaragoza,54,Mujer,España,0,Salario,35128,4120,Temporal,233,0,0,Sí
Carmen Muñoz,Costa,Granada,35,Mujer,España,2,Salario y Alquiler,27484,3990,Fijo,77,1,1,Sí
Marta Reyes,Este,Granada,53,Mujer,España,0,Salario,31840,0,Fijo,327,3,1,Sí
Patricia Carrasco,Oeste,Granada,22,Mujer,España,0,Salario,24505,0,Fijo,10,1,0,Sí
Tiago Fernandes,Centro,Cuenca,26,Mujer,Portugal,0,Salario y Alquiler,34166,2030,Temporal,38,1,1,Sí
James Taylor,Centro,Guipúzcoa,76,Mujer,Reino Unido,1,Pensión y Alquiler,13258,693,Inactivo,0,1,1,Sí
Patricia Torres,Este,Granada,32,Mujer,España,2,Salario y Alquiler,29577,0,Fijo,82,1,1,Sí
Bram van Dijk,Centro,Zamora,26,Hombre,Países Bajos,2,Salario,35754,0,Fijo,55,0,0,Sí
Carlos Delgado,Oeste,Granada,25,Hombre,España,0,Salario,17474,0,Temporal,21,0,0,Sí
Silvia Vázquez,Oeste,Granada,46,Mujer,España,0,Salario y Alquiler,28082,0,Temporal,130,3,0,Sí
Ricardo Ramos,Este,Granada,24,Hombre,España,0,Salario,25203,4310,Fijo,69,0,0,Sí
Pablo Martín,Centro,Granada,63,Hombre,España,0,Salario y Alquiler,19515,0,Fijo,173,0,2,No
Beatriz Moreno,Centro,Granada,36,Mujer,España,0,Salario y Alquiler,36527,2152,Fijo,140,2,0,Sí
Paula Reyes,Centro,Granada,44,Mujer,España,2,Salario,38541,0,Fijo,64,0,0,Sí
Héctor Fernández,Centro,Granada,58,Hombre,España,0,Salario,19528,1356,Fijo,7,2,0,Sí
Álvaro Martínez,Oeste,Granada,73,Hombre,España,1,Pensión y Alquiler,11332,10403,Inactivo,0,0,0,Sí
Sara Pérez,Este,Granada,76,Mujer,España,1,Pensión y Alquiler,12069,4916,Inactivo,0,0,1,Sí
Andrea Vázquez,Este,Granada,64,Mujer,España,0,Salario,37073,0,Fijo,66,0,2,No
Miguel Cruz,Este,Granada,39,Hombre,España,0,Salario y Alquiler,23548,0,Fijo,170,1,0,Sí
Francisco Ortiz,Oeste,Granada,22,Hombre,España,0,Salario y Alquiler,35693,1352,Fijo,20,0,0,Sí
Rosa Iglesias,Costa,Granada,66,Mujer,España,2,Pensión y Alquiler,11539,4677,Inactivo,0,3,1,Sí
Andrea Blanco,Este,Granada,38,Mujer,España,0,Salario,19712,1172,Fijo,150,0,0,Sí
Alejandro Domínguez,Oeste,Granada,50,Hombre,España,1,Salario,35175,1837,Fijo,105,2,1,Sí
Inés Cruz,Oeste,Granada,80,Mujer,España,1,Pensión y Alquiler,11239,0,Inactivo,0,1,1,Sí
Jean Dupont,Centro,Lugo,42,Mujer,Francia,1,Salario y Alquiler,27729,1817,Temporal,37,1,0,Sí
Raquel Ortiz,Este,Granada,55,Mujer,España,0,Salario,34795,0,Fijo,184,0,0,Sí
Miguel González,Oeste,Granada,67,Hombre,España,3,Pensión,16550,612,Inactivo,0,0,1,Sí
Adrián Blanco,Oeste,Granada,43,Hombre,España,0,Salario y Alquiler,35075,0,Fijo,136,0,0,Sí
Beatriz Martín,Norte,Granada,73,Mujer,España,2,Pensión,13579,9093,Inactivo,0,0,1,Sí
Rubén Cruz,Centro,Granada,53,Hombre,España,0,Salario y Alquiler,36330,0,Temporal,178,2,1,Sí
Ricardo Vázquez,Este,Granada,74,Hombre,España,1,Pensión y Alquiler,16998,0,Inactivo,0,3,1,Sí
Cristina Cruz,Oeste,Granada,60,Mujer,España,1,Salario,30047,2284,Fijo,73,0,0,Sí
Sophie Dubois,Centro,Lleida,30,Mujer,Francia,1,Salario,29942,3320,Fijo,137,0,0,Sí
Adrián Reyes,Costa,Granada,27,Hombre,España,2,Salario,29350,0,Fijo,45,0,0,Sí
David Johnson,Centro,Jaén,56,Hombre,Reino Unido,0,Salario,26355,0,Fijo,198,0,0,Sí
Sara Fernández,Costa,Granada,33,Mujer,España,0,Salario,34129,0,Fijo,120,0,0,Sí
Julia García,Oeste,Granada,80,Mujer,España,0,Pensión,17098,0,Inactivo,0,2,0,Sí
Carla Rodríguez,Este,Granada,70,Mujer,España,2,Pensión y Alquiler,17960,13382,Inactivo,0,1,1,Sí
Sofía Fernández,Costa,Granada,75,Mujer,España,0,Pensión y Alquiler,11054,902,Inactivo,0,2,1,Sí
Ángel Morales,Centro,Málaga,66,Hombre,España,1,Pensión y Alquiler,16302,0,Inactivo,0,0,2,No
Lucía Castro,Norte,Granada,69,Mujer,España,2,Pensión,17859,0,Inactivo,0,1,0,Sí
Carmen Gil,Oeste,Granada,35,Mujer,España,0,Salario,18757,0,Fijo,74,1,1,Sí
Luis Navarro,Este,Granada,39,Hombre,España,2,Salario y Alquiler,20487,0,Fijo,150,0,0,Sí
Juan Torres,Centro,Granada,28,Hombre,España,1,Salario y Alquiler,32288,3237,Fijo,68,0,0,Sí
Teresa Gil,Centro,Granada,69,Mujer,España,2,Pensión y Alquiler,13099,2387,Inactivo,0,1,0,Sí
Lina De Smet,Centro,Cáceres,46,Hombre,Bélgica,2,Salario,32315,4352,Fijo,277,0,0,Sí
Lucía Díaz,Este,Granada,66,Mujer,España,1,Pensión,12722,0,Inactivo,0,0,2,No
Javier Marín,Centro,Granada,25,Hombre,España,1,Salario y Alquiler,32817,6017,Fijo,79,1,0,Sí
Elena Ortega,Oeste,Granada,65,Mujer,España,0,Pensión y Alquiler,16300,0,Inactivo,0,2,0,Sí
Cristian Fernández,Norte,Granada,59,Hombre,España,2,Salario,30848,2181,Fijo,429,1,1,Sí
Paula Blanco,Este,Granada,46,Mujer,España,1,Salario,30782,0,Fijo,51,2,0,Sí
Marcos Hernández,Oeste,Granada,63,Hombre,España,1,Salario,26567,0,Fijo,529,0,0,Sí
Julia Iglesias,Este,Granada,65,Mujer,España,0,Pensión y Alquiler,11782,0,Inactivo,0,0,1,Sí
Rosa García,Oeste,Granada,72,Mujer,España,0,Pensión,12727,3195,Inactivo,0,4,0,Sí
Roberto Martínez,Este,Granada,23,Hombre,España,1,Salario,36347,0,Fijo,51,2,2,No
Beatriz Rodríguez,Centro,Granada,34,Mujer,España,1,Salario y Alquiler,37907,6323,Temporal,125,2,0,Sí
Lucía Ramírez,Norte,Granada,72,Mujer,España,2,Pensión,18582,1763,Inactivo,0,1,1,Sí
Elena Cruz,Este,Granada,74,Mujer,España,1,Pensión y Alquiler,15668,0,Inactivo,0,1,1,Sí
Irene Delgado,Norte,Granada,20,Mujer,España,4,Salario y Alquiler,19147,0,Temporal,19,0,0,Sí
Inés Hernández,Norte,Granada,23,Mujer,España,2,Salario y Alquiler,36747,0,Temporal,51,1,0,Sí
Laura Reyes,Norte,Granada,49,Mujer,España,0,Salario,32278,0,Fijo,335,0,0,Sí
Lina De Smet,Centro,Valencia,71,Hombre,Bélgica,0,Pensión,10343,0,Inactivo,0,2,1,Sí
Anna Schmidt,Centro,Granada,45,Hombre,Alemania,0,Salario y Alquiler,35847,4478,Fijo,252,0,0,Sí
Isabel Torres,Costa,Granada,72,Mujer,España,0,Pensión y Alquiler,17275,0,Inactivo,0,0,0,Sí
Roberto Sánchez,Este,Granada,53,Hombre,España,0,Salario y Alquiler,37620,0,Temporal,74,3,0,Sí
María Delgado,Este,Granada,44,Mujer,España,0,Salario,34823,0,Fijo,141,0,0,Sí
Mario Marín,Este,Granada,35,Hombre,España,1,Salario,33359,0,Fijo,127,0,0,Sí
Ursula Fischer,Centro,Soria,65,Hombre,Alemania,1,Pensión y Alquiler,12685,0,Inactivo,0,4,1,Sí
Cristian Álvarez,Oeste,Granada,62,Hombre,España,4,Salario y Alquiler,36061,0,Fijo,199,3,0,Sí
Raúl Sánchez,Centro,Granada,73,Hombre,España,1,Pensión y Alquiler,10940,656,Inactivo,0,0,0,Sí
Marcos Gómez,Oeste,Granada,41,Hombre,España,0,Salario y Alquiler,32832,7747,Fijo,63,2,0,Sí
María Díaz,Costa,Granada,47,Mujer,España,1,Salario,27745,0,Fijo,124,0,0,Sí
Luis Rubio,Centro,Granada,24,Hombre,España,2,Salario,28478,0,Fijo,31,0,0,Sí
Andrea Delgado,Centro,Granada,68,Mujer,España,2,Pensión,15259,0,Inactivo,0,0,2,No
Susana Álvarez,Costa,Granada,39,Mujer,España,2,Salario y Alquiler,34013,0,Fijo,219,2,2,No
Héctor Martín,Oeste,Granada,35,Hombre,España,0,Salario,18146,0,Fijo,150,0,0,Sí
Tiago Fernandes,Centro,Las Palmas,22,Hombre,Portugal,1,Salario y Alquiler,28391,0,Temporal,47,1,0,Sí
Ángel Marín,Este,Granada,65,Hombre,España,1,Pensión y Alquiler,15894,0,Inactivo,0,0,1,Sí
Rubén Castro,Este,Granada,70,Hombre,España,0,Pensión y Alquiler,16039,10991,Inactivo,0,0,1,Sí
Sara Navarro,Este,Granada,26,Mujer,España,0,Salario,36000,0,Fijo,2,1,1,Sí
Teresa Gil,Oeste,Granada,79,Mujer,España,0,Pensión y Alquiler,13027,891,Inactivo,0,3,0,Sí
Marta González,Costa,Granada,51,Mujer,España,1,Salario,30205,0,Fijo,65,0,0,Sí
Rubén Reyes,Oeste,Granada,74,Hombre,España,1,Pensión,16222,0,Inactivo,0,1,1,Sí
Iván Sánchez,Norte,Granada,55,Hombre,España,1,Salario,32298,12169,Temporal,254,0,0,Sí
Raúl Ruiz,Centro,Granada,73,Hombre,España,0,Pensión y Alquiler,14014,8199,Inactivo,0,0,2,No
Sara Martín,Oeste,Granada,56,Mujer,España,1,Salario y Alquiler,34525,2034,Fijo,434,0,0,Sí
Sofía Vázquez,Centro,Granada,64,Mujer,España,0,Salario,32337,1126,Fijo,66,1,1,Sí
Miguel Molina,Costa,Granada,52,Hombre,España,1,Salario y Alquiler,38235,0,Temporal,208,0,0,Sí
Carlos Rodríguez,Costa,Granada,55,Hombre,España,0,Salario,34039,0,Temporal,48,1,0,Sí
Carmen Domínguez,Centro,Granada,66,Mujer,España,3,Pensión,16906,3091,Inactivo,0,2,0,Sí
Cristian Muñoz,Este,Granada,25,Hombre,España,1,Salario y Alquiler,25193,0,Temporal,63,0,0,Sí
Mario Carrasco,Costa,Granada,64,Hombre,España,0,Salario,33335,1496,Temporal,462,0,1,Sí
Lukas Weber,Centro,Guipúzcoa,53,Mujer,Suiza,1,Salario y Alquiler,24854,2148,Temporal,29,0,0,Sí
Elena Ruiz,Centro,Granada,44,Mujer,España,0,Salario,32413,0,Temporal,173,2,0,Sí
Sophia Williams,Centro,Asturias,78,Mujer,Reino Unido,0,Pensión y Alquiler,14143,0,Inactivo,0,0,2,No
Isabel Navarro,Costa,Granada,21,Mujer,España,0,Salario,18875,0,Temporal,9,0,0,Sí
Santiago Gómez,Costa,Granada,75,Hombre,España,0,Pensión y Alquiler,14420,0,Inactivo,0,4,0,Sí
Manuel Rodríguez,Centro,Granada,79,Hombre,España,1,Pensión y Alquiler,10754,0,Inactivo,0,0,1,Sí
Rubén Alonso,Este,Granada,34,Hombre,España,0,Salario,23241,0,Fijo,2,0,0,Sí
Irene Iglesias,Centro,Granada,23,Mujer,España,2,Salario y Alquiler,20936,0,Fijo,13,2,0,Sí
Carlos Morales,Costa,Granada,32,Hombre,España,0,Salario y Alquiler,17154,0,Fijo,163,1,1,Sí
Héctor Serrano,Costa,Granada,67,Hombre,España,1,Pensión,12543,1099,Inactivo,0,0,1,Sí
Silvia Castro,Oeste,Granada,30,Mujer,España,0,Salario,32782,1906,Fijo,142,1,0,Sí
Marta Ruiz,Costa,Granada,64,Mujer,España,0,Salario y Alquiler,35066,0,Temporal,69,0,0,Sí
Ángel González,Oeste,Granada,65,Hombre,España,0,Pensión,17141,0,Inactivo,0,2,1,Sí
Ángel Castro,Centro,Granada,57,Hombre,España,0,Salario,38427,0,Temporal,90,3,0,Sí
Pilar Fernández,Oeste,Granada,38,Mujer,España,0,Salario y Alquiler,33284,12999,Temporal,128,1,0,Sí
Adrián Serrano,Este,Granada,59,Hombre,España,1,Salario,32853,0,Fijo,422,0,0,Sí
Lucía Jiménez,Costa,Granada,60,Mujer,España,3,Salario,25410,0,Temporal,98,0,0,Sí
Elena Marín,Costa,Granada,53,Mujer,España,0,Salario,21961,0,Temporal,41,1,1,Sí
Rubén Martín,Oeste,Granada,67,Hombre,España,1,Pensión,10719,0,Inactivo,0,1,0,Sí
Emily Brown,Centro,Las Palmas,63,Hombre,Reino Unido,0,Salario y Alquiler,29622,0,Fijo,175,0,0,Sí
José Navarro,Este,Granada,33,Hombre,España,1,Salario,17541,0,Temporal,120,0,0,Sí
Adrián Sánchez,Norte,Granada,76,Hombre,España,0,Pensión y Alquiler,16311,0,Inactivo,0,1,1,Sí
Julia Muñoz,Norte,Granada,78,Mujer,España,1,Pensión,17683,2211,Inactivo,0,0,1,Sí
Sofía Blanco,Oeste,Granada,29,Mujer,España,0,Salario y Alquiler,23158,0,Temporal,55,0,0,Sí
Giulia Bianchi,Centro,Segovia,37,Hombre,Italia,3,Salario y Alquiler,31026,0,Temporal,35,1,0,Sí
Paula Iglesias,Centro,Granada,45,Mujer,España,0,Salario,27547,0,Temporal,139,1,1,Sí
Pablo Ortega,Centro,Granada,34,Hombre,España,0,Salario,26012,0,Temporal,145,0,0,Sí
Sofía Gutiérrez,Costa,Granada,58,Mujer,España,1,Salario y Alquiler,31755,0,Temporal,210,0,0,Sí
Roberto Serrano,Norte,Granada,59,Hombre,España,1,Salario y Alquiler,33313,0,Fijo,465,0,0,Sí
Marcos Martín,Oeste,Granada,62,Hombre,España,3,Salario,20497,3247,Fijo,459,1,0,Sí
Héctor Morales,Norte,Granada,67,Hombre,España,0,Pensión,16313,0,Inactivo,0,0,0,Sí
Iván Navarro,Norte,Granada,39,Hombre,España,0,Salario,27715,3124,Fijo,152,1,0,Sí
Emily Brown,Centro,Guipúzcoa,55,Hombre,Reino Unido,0,Salario,34641,0,Fijo,131,0,0,Sí
Elena Reyes,Centro,Granada,22,Mujer,España,3,Salario y Alquiler,20740,7178,Fijo,43,1,0,Sí
Giulia Bianchi,Centro,Alicante,22,Hombre,Italia,0,Salario y Alquiler,29418,0,Temporal,48,0,0,Sí
James Taylor,Centro,Burgos,28,Hombre,Reino Unido,2,Salario,25284,0,Fijo,90,2,1,Sí
Marcos López,Centro,Granada,73,Hombre,España,0,Pensión y Alquiler,16202,4158,Inactivo,0,0,2,No
Inés Martín,Oeste,Granada,55,Mujer,España,4,Salario y Alquiler,37551,4546,Fijo,169,1,0,Sí
Pablo Morales,Oeste,Granada,66,Hombre,España,0,Pensión,17309,1284,Inactivo,0,3,0,Sí
Fernando Blanco,Costa,Granada,49,Hombre,España,0,Salario y Alquiler,36572,0,Temporal,358,0,0,Sí
Sofía Molina,Costa,Granada,31,Mujer,España,2,Salario,29903,5548,Fijo,55,0,0,Sí
Patricia Castro,Este,Granada,49,Mujer,España,0,Salario y Alquiler,28925,1900,Fijo,45,0,0,Sí
Giulia Bianchi,Centro,Pontevedra,75,Hombre,Italia,1,Pensión,14743,0,Inactivo,0,0,1,Sí
Andrea Ortega,Oeste,Granada,70,Mujer,España,1,Pensión y Alquiler,17047,2082,Inactivo,0,2,0,Sí
Noah Maes,Centro,Alicante,34,Mujer,Bélgica,0,Salario,36951,684,Fijo,85,0,0,Sí
Emma Peeters,Centro,Sevilla,36,Hombre,Bélgica,1,Salario,31349,2473,Temporal,82,1,0,Sí
Álvaro Domínguez,Este,Granada,48,Hombre,España,0,Salario y Alquiler,35618,10310,Fijo,99,0,0,Sí
Marcos Vázquez,Oeste,Granada,69,Hombre,España,0,Pensión,16216,3426,Inactivo,0,1,0,Sí
Fabian Keller,Centro,Ávila,30,Hombre,Suiza,0,Salario y Alquiler,33407,0,Fijo,112,1,1,Sí
Rubén Ramos,Costa,Granada,78,Hombre,España,0,Pensión,13784,0,Inactivo,0,1,1,Sí
Cristina Cruz,Oeste,Granada,79,Mujer,España,2,Pensión,16412,0,Inactivo,0,0,0,Sí
Sara Reyes,Oeste,Granada,56,Mujer,España,2,Salario,21212,0,Fijo,39,0,0,Sí
Ursula Fischer,Centro,La Coruña,20,Mujer,Alemania,0,Salario y Alquiler,32512,0,Fijo,13,0,0,Sí
Irene Moreno,Costa,Granada,68,Mujer,España,2,Pensión y Alquiler,11128,0,Inactivo,0,1,0,Sí
Mario Gil,Oeste,Granada,56,Hombre,España,1,Salario,27827,1997,Fijo,110,0,0,Sí
Adrián Jiménez,Centro,Granada,46,Hombre,España,0,Salario,30157,0,Fijo,166,1,0,Sí
Elena Ruiz,Oeste,Granada,61,Mujer,España,0,Salario,25698,0,Fijo,122,3,1,Sí
Tiago Fernandes,Centro,Burgos,64,Hombre,Portugal,0,Salario y Alquiler,38664,12000,Fijo,189,0,2,No
Lukas Weber,Centro,Huelva,62,Mujer,Suiza,0,Salario,32937,0,Fijo,231,3,0,Sí
Santiago Moreno,Norte,Granada,64,Hombre,España,0,Salario,26599,0,Fijo,388,1,1,Sí
Beatriz Ortega,Centro,Granada,64,Mujer,España,2,Salario,34232,4744,Fijo,124,1,0,Sí
María Serrano,Norte,Granada,56,Mujer,España,0,Salario y Alquiler,33999,0,Temporal,39,1,0,Sí
Julia Alonso,Este,Granada,75,Mujer,España,2,Pensión y Alquiler,11739,4784,Inactivo,0,0,0,Sí
Luis Silva,Centro,Granada,34,Hombre,España,0,Salario,27438,0,Fijo,190,0,0,Sí
Paula Iglesias,Norte,Granada,63,Mujer,España,0,Salario,28344,10824,Fijo,172,0,0,Sí
Cristian Silva,Centro,Granada,40,Hombre,España,0,Salario y Alquiler,24849,0,Fijo,254,2,0,Sí
Elena Carrasco,Centro,Granada,74,Mujer,España,0,Pensión,12588,0,Inactivo,0,4,0,Sí
Carlos Gómez,Costa,Granada,35,Hombre,España,1,Salario y Alquiler,23259,0,Temporal,95,0,0,Sí
Carlos Vázquez,Este,Granada,32,Hombre,España,0,Salario,26711,0,Temporal,51,2,1,Sí
José Gutiérrez,Centro,Granada,72,Hombre,España,1,Pensión y Alquiler,11876,0,Inactivo,0,0,0,Sí
José Álvarez,Oeste,Granada,53,Hombre,España,0,Salario,26139,2841,Fijo,182,0,0,Sí
Patricia Martínez,Oeste,Granada,50,Mujer,España,0,Salario y Alquiler,26767,0,Fijo,319,1,0,Sí
Fernando Muñoz,Este,Granada,26,Hombre,España,4,Salario,23009,0,Fijo,24,1,0,Sí
Elena Díaz,Costa,Granada,37,Mujer,España,0,Salario,33823,0,Temporal,172,1,1,Sí
Cristian López,Centro,Granada,50,Hombre,España,0,Salario y Alquiler,36827,14716,Temporal,159,0,0,Sí
Peter Wagner,Centro,Córdoba,75,Hombre,Alemania,0,Pensión y Alquiler,14978,0,Inactivo,0,4,1,Sí
Ana González,Este,Granada,44,Mujer,España,0,Salario y Alquiler,35048,0,Temporal,112,2,0,Sí
Lukas Weber,Centro,Ávila,50,Mujer,Suiza,0,Salario,21632,2395,Fijo,82,0,0,Sí
Raúl Ramos,Norte,Granada,70,Hombre,España,0,Pensión y Alquiler,17571,0,Inactivo,0,4,1,Sí
Carlos Gómez,Norte,Granada,79,Hombre,España,1,Pensión,13498,5560,Inactivo,0,1,1,Sí
Alicia Iglesias,Centro,Granada,44,Mujer,España,1,Salario y Alquiler,33563,0,Temporal,24,2,1,Sí
Luc Lefèvre,Centro,Badajoz,68,Hombre,Francia,0,Pensión y Alquiler,17680,0,Inactivo,0,2,1,Sí
Luc Lefèvre,Centro,Lugo,41,Hombre,Francia,0,Salario,37151,0,Temporal,97,1,0,Sí
Iván Gómez,Este,Granada,62,Hombre,España,0,Salario,35001,0,Fijo,119,2,0,Sí
Manuel Gutiérrez,Norte,Granada,61,Hombre,España,0,Salario,26147,0,Fijo,330,3,0,Sí
